Crime_ID,Crime_Type,Time_of_Happening,Location,Day_of_Week,Severity,Reported_Time,Nearby_Landmark,Frequency_in_Last_30_Days
1582,Eve Teasing,15:33,Bhalswa Jahangir Pur,Thursday,Severe,10:12,Mall,19
1583,Eve Teasing,15:41,Hastsal,Saturday,Severe,01:28,Temple,33
1584,Honor Killing,03:07,Gokal Pur,Monday,Severe,16:31,Police Station,11
1585,Honor Killing,17:20,Gokal Pur,Sunday,Severe,12:49,Hospital,33
1586,Dowry Death,03:06,Mandoli,Tuesday,Moderate,04:49,Market,45
1587,Honor Killing,06:33,Sultan Pur Majra,Wednesday,Moderate,19:58,School,48
1588,Dowry Death,16:22,Burari,Sunday,Minor,03:32,Apartment Complex,36
1589,Domestic Violence,12:16,Karawal Nagar,Wednesday,Moderate,06:13,Police Station,15
1590,Eve Teasing,22:28,Dallo Pura,Wednesday,Severe,01:58,Mall,37
1591,Sexual Harassment,10:24,Deoli,Wednesday,Severe,03:01,Temple,18
1592,Human Trafficking,22:12,Bhalswa Jahangir Pur,Sunday,Moderate,00:16,Hospital,4
1593,Honor Killing,20:42,Hastsal,Tuesday,Minor,17:18,Market,32
1594,Dowry Death,13:10,Karawal Nagar,Sunday,Moderate,04:16,Mall,7
1595,Eve Teasing,21:18,Bhalswa Jahangir Pur,Thursday,Severe,15:11,Mall,37
1596,Eve Teasing,02:05,Dallo Pura,Saturday,Severe,11:19,Park,12
1597,Eve Teasing,15:06,Dallo Pura,Friday,Minor,07:05,Park,0
1598,Stalking,09:24,Mustafabad,Monday,Severe,05:22,Apartment Complex,37
1599,Eve Teasing,10:24,Nangloi Jat,Friday,Severe,05:01,School,12
1600,Stalking,08:30,Nangloi Jat,Tuesday,Moderate,12:58,Apartment Complex,21
1601,Dowry Death,12:57,Hastsal,Saturday,Minor,17:25,Apartment Complex,34
1602,Honor Killing,00:31,Delhi Cantonment,Sunday,Moderate,20:02,Park,13
1603,Dowry Death,14:23,Gokal Pur,Monday,Moderate,00:11,School,35
1604,Domestic Violence,12:48,Deoli,Thursday,Moderate,01:09,Mall,14
1605,Human Trafficking,16:17,Deoli,Tuesday,Severe,11:34,Temple,21
1606,Sexual Harassment,18:16,Burari,Tuesday,Minor,16:07,Apartment Complex,24
1607,Acid Attack,01:03,Nangloi Jat,Saturday,Moderate,09:50,Mall,11
1608,Domestic Violence,03:08,Sultan Pur Majra,Wednesday,Severe,00:44,Market,33
1609,Acid Attack,22:13,Dallo Pura,Sunday,Minor,00:05,School,3
1610,Honor Killing,10:49,Hastsal,Wednesday,Minor,10:56,Market,14
1611,Eve Teasing,19:44,Dallo Pura,Sunday,Minor,05:43,Police Station,13
1612,Honor Killing,15:19,Dallo Pura,Monday,Moderate,23:57,Temple,18
1613,Domestic Violence,01:10,Delhi Cantonment,Friday,Minor,04:04,Park,8
1614,Stalking,02:56,Gokal Pur,Saturday,Severe,12:05,Market,4
1615,Sexual Harassment,21:08,Mustafabad,Monday,Minor,00:57,Market,3
1616,Dowry Death,01:01,Burari,Wednesday,Severe,01:24,Police Station,18
1617,Honor Killing,05:43,Mustafabad,Sunday,Severe,21:42,Apartment Complex,41
1618,Domestic Violence,04:25,Karawal Nagar,Tuesday,Moderate,05:59,Mall,27
1619,Sexual Harassment,06:15,Sultan Pur Majra,Wednesday,Moderate,20:40,Temple,8
1620,Eve Teasing,03:19,Mandoli,Wednesday,Minor,02:52,Hospital,16
1621,Acid Attack,07:47,Deoli,Friday,Severe,05:01,Temple,40
1622,Dowry Death,01:01,Hastsal,Thursday,Moderate,12:36,Mall,49
1623,Acid Attack,00:28,Mustafabad,Wednesday,Minor,12:06,Mall,46
1624,Human Trafficking,01:29,Burari,Saturday,Severe,02:07,School,48
1625,Honor Killing,19:38,Gokal Pur,Thursday,Severe,23:42,Hospital,13
1626,Sexual Harassment,18:53,Kirari Suleman Nagar,Monday,Severe,08:30,Market,49
1627,Human Trafficking,02:25,Hastsal,Friday,Severe,07:24,School,28
1628,Dowry Death,20:57,Burari,Monday,Minor,10:25,Mall,41
1629,Eve Teasing,06:32,Delhi Cantonment,Tuesday,Minor,21:32,Temple,41
1630,Eve Teasing,15:25,Burari,Wednesday,Minor,00:49,School,42
1631,Stalking,16:52,Delhi Cantonment,Thursday,Moderate,23:46,Market,22
1632,Eve Teasing,19:48,Nangloi Jat,Sunday,Severe,09:32,School,47
1633,Domestic Violence,15:16,Deoli,Thursday,Severe,14:09,Market,40
1634,Human Trafficking,05:25,Hastsal,Sunday,Severe,14:40,Temple,12
1635,Sexual Harassment,10:17,Kirari Suleman Nagar,Saturday,Severe,11:15,Mall,24
1636,Eve Teasing,03:17,Deoli,Sunday,Severe,23:53,Mall,39
1637,Human Trafficking,08:48,Mustafabad,Monday,Minor,14:17,Mall,40
1638,Sexual Harassment,19:37,Delhi Cantonment,Monday,Minor,15:00,Mall,35
1639,Stalking,22:57,Bhalswa Jahangir Pur,Wednesday,Severe,17:08,Market,5
1640,Sexual Harassment,15:10,Burari,Monday,Moderate,04:33,Apartment Complex,27
1641,Honor Killing,10:03,Hastsal,Monday,Moderate,14:02,Park,7
1642,Eve Teasing,23:26,Deoli,Friday,Minor,00:50,Park,12
1643,Stalking,03:39,Mandoli,Saturday,Severe,08:13,School,7
1644,Stalking,14:48,Nangloi Jat,Sunday,Minor,00:11,Temple,50
1645,Honor Killing,03:06,Burari,Sunday,Minor,22:26,Hospital,35
1646,Sexual Harassment,23:54,Karawal Nagar,Monday,Minor,00:55,Hospital,37
1647,Human Trafficking,01:13,Delhi Cantonment,Saturday,Severe,22:07,Police Station,37
1648,Stalking,21:44,Burari,Tuesday,Moderate,16:59,Mall,34
1649,Human Trafficking,07:57,Karawal Nagar,Monday,Moderate,18:59,Hospital,18
1650,Eve Teasing,22:20,Delhi Cantonment,Friday,Minor,21:25,Apartment Complex,12
1651,Acid Attack,08:06,Karawal Nagar,Sunday,Minor,04:25,Hospital,10
1652,Dowry Death,10:25,Mandoli,Wednesday,Severe,04:02,Market,32
1653,Stalking,10:56,Hastsal,Wednesday,Severe,21:55,Hospital,37
1654,Honor Killing,09:42,Karawal Nagar,Saturday,Severe,23:29,Hospital,44
1655,Acid Attack,01:31,Burari,Tuesday,Severe,06:44,Police Station,4
1656,Honor Killing,21:31,Nangloi Jat,Sunday,Minor,00:40,Temple,31
1657,Acid Attack,04:48,Bhalswa Jahangir Pur,Monday,Severe,00:40,Apartment Complex,16
1658,Eve Teasing,11:13,Karawal Nagar,Tuesday,Severe,22:58,School,20
1659,Dowry Death,20:59,Karawal Nagar,Saturday,Moderate,19:25,Hospital,26
1660,Sexual Harassment,22:00,Dallo Pura,Tuesday,Moderate,01:19,Market,42
1661,Honor Killing,00:33,Mustafabad,Wednesday,Severe,16:52,Temple,33
1662,Domestic Violence,21:17,Nangloi Jat,Wednesday,Moderate,04:52,Hospital,38
1663,Stalking,13:59,Deoli,Sunday,Moderate,03:53,Apartment Complex,2
1664,Sexual Harassment,09:47,Nangloi Jat,Thursday,Minor,07:32,School,8
1665,Eve Teasing,17:24,Mustafabad,Wednesday,Moderate,09:43,Park,11
1666,Human Trafficking,22:15,Karawal Nagar,Wednesday,Minor,14:32,Park,14
1667,Stalking,19:07,Bhalswa Jahangir Pur,Tuesday,Minor,19:15,Police Station,2
1668,Dowry Death,02:17,Mandoli,Tuesday,Severe,16:52,Hospital,31
1669,Human Trafficking,10:47,Kirari Suleman Nagar,Wednesday,Severe,03:59,Market,13
1670,Dowry Death,23:01,Mandoli,Thursday,Minor,01:22,Market,25
1671,Dowry Death,04:37,Burari,Sunday,Moderate,01:41,Park,38
1672,Acid Attack,04:07,Nangloi Jat,Wednesday,Minor,05:26,Market,35
1673,Domestic Violence,21:26,Burari,Wednesday,Severe,22:54,Park,12
1674,Human Trafficking,20:00,Bhalswa Jahangir Pur,Tuesday,Moderate,06:29,Market,25
1675,Stalking,16:13,Deoli,Saturday,Minor,20:16,Temple,11
1676,Honor Killing,08:18,Hastsal,Wednesday,Moderate,20:05,Police Station,40
1677,Human Trafficking,18:12,Nangloi Jat,Saturday,Minor,00:31,Police Station,14
1678,Stalking,18:21,Bhalswa Jahangir Pur,Thursday,Minor,04:48,Market,11
1679,Sexual Harassment,10:19,Hastsal,Thursday,Moderate,12:48,School,4
1680,Human Trafficking,21:47,Mandoli,Tuesday,Severe,13:13,Apartment Complex,8
1681,Stalking,22:54,Delhi Cantonment,Wednesday,Severe,07:07,Apartment Complex,3
1682,Dowry Death,01:25,Gokal Pur,Monday,Minor,14:09,Temple,5
1683,Sexual Harassment,14:11,Burari,Monday,Minor,11:58,Temple,38
1684,Acid Attack,00:08,Kirari Suleman Nagar,Saturday,Minor,10:31,School,9
1685,Sexual Harassment,19:19,Bhalswa Jahangir Pur,Wednesday,Minor,23:29,Market,24
1686,Sexual Harassment,10:03,Deoli,Wednesday,Severe,10:30,Hospital,48
1687,Eve Teasing,14:33,Bhalswa Jahangir Pur,Thursday,Moderate,04:16,Market,41
1688,Sexual Harassment,17:14,Bhalswa Jahangir Pur,Tuesday,Minor,02:42,Park,48
1689,Dowry Death,11:56,Dallo Pura,Wednesday,Minor,02:34,Apartment Complex,48
1690,Honor Killing,05:09,Gokal Pur,Monday,Moderate,06:33,Apartment Complex,20
1691,Honor Killing,06:08,Dallo Pura,Wednesday,Minor,22:37,Mall,11
1692,Stalking,14:15,Kirari Suleman Nagar,Friday,Severe,01:17,School,12
1693,Stalking,22:44,Nangloi Jat,Sunday,Severe,19:55,Market,17
1694,Eve Teasing,01:19,Mandoli,Friday,Minor,22:24,Market,37
1695,Domestic Violence,02:56,Dallo Pura,Monday,Severe,20:50,Apartment Complex,35
1696,Stalking,06:09,Nangloi Jat,Friday,Severe,23:43,Hospital,39
1697,Honor Killing,12:24,Gokal Pur,Tuesday,Severe,07:17,Temple,10
1698,Human Trafficking,16:40,Gokal Pur,Sunday,Minor,15:25,Mall,39
1699,Stalking,12:01,Hastsal,Saturday,Moderate,16:02,Apartment Complex,35
1700,Eve Teasing,00:54,Nangloi Jat,Saturday,Minor,21:56,Police Station,24
1701,Honor Killing,11:02,Gokal Pur,Saturday,Minor,16:33,Police Station,39
1702,Eve Teasing,12:33,Gokal Pur,Saturday,Severe,05:19,Apartment Complex,33
1703,Honor Killing,16:00,Nangloi Jat,Wednesday,Minor,14:18,Market,49
1704,Dowry Death,09:11,Delhi Cantonment,Monday,Moderate,10:40,Police Station,50
1705,Sexual Harassment,21:48,Burari,Thursday,Severe,15:06,School,9
1706,Human Trafficking,06:33,Dallo Pura,Wednesday,Minor,03:51,Hospital,14
1707,Domestic Violence,02:44,Mustafabad,Monday,Moderate,10:49,Mall,26
1708,Human Trafficking,17:20,Bhalswa Jahangir Pur,Thursday,Minor,17:10,School,49
1709,Honor Killing,04:20,Sultan Pur Majra,Tuesday,Severe,23:42,Mall,36
1710,Eve Teasing,03:48,Karawal Nagar,Sunday,Moderate,22:32,Market,27
1711,Domestic Violence,17:26,Hastsal,Wednesday,Moderate,05:50,School,9
1712,Domestic Violence,18:24,Gokal Pur,Monday,Moderate,10:49,Temple,16
1713,Dowry Death,14:12,Dallo Pura,Monday,Moderate,06:36,Apartment Complex,38
1714,Stalking,06:20,Nangloi Jat,Tuesday,Minor,12:46,Temple,30
1715,Eve Teasing,23:52,Dallo Pura,Friday,Severe,01:16,Mall,27
1716,Domestic Violence,20:52,Gokal Pur,Monday,Moderate,03:20,Market,25
1717,Acid Attack,00:10,Burari,Wednesday,Minor,04:19,School,24
1718,Dowry Death,20:27,Burari,Friday,Severe,21:47,Mall,17
1719,Human Trafficking,05:44,Mandoli,Friday,Moderate,10:26,Park,5
1720,Honor Killing,11:56,Delhi Cantonment,Monday,Moderate,21:41,Temple,38
1721,Sexual Harassment,23:34,Mandoli,Thursday,Minor,22:46,Mall,39
1722,Honor Killing,16:28,Dallo Pura,Saturday,Moderate,20:20,Temple,41
1723,Honor Killing,19:29,Gokal Pur,Thursday,Minor,03:05,School,9
1724,Stalking,18:06,Delhi Cantonment,Friday,Minor,22:44,Police Station,6
1725,Dowry Death,21:48,Karawal Nagar,Thursday,Minor,00:59,Market,15
1726,Human Trafficking,05:19,Bhalswa Jahangir Pur,Saturday,Minor,17:40,Market,36
1727,Dowry Death,03:16,Dallo Pura,Saturday,Severe,15:38,Police Station,17
1728,Domestic Violence,23:01,Mustafabad,Thursday,Moderate,18:20,Hospital,11
1729,Eve Teasing,02:15,Mustafabad,Friday,Minor,10:12,Park,35
1730,Domestic Violence,21:18,Mandoli,Thursday,Severe,14:54,Mall,5
1731,Domestic Violence,19:43,Kirari Suleman Nagar,Thursday,Severe,20:08,Temple,39
1732,Honor Killing,17:21,Dallo Pura,Wednesday,Minor,08:58,Hospital,46
1733,Acid Attack,12:22,Delhi Cantonment,Monday,Moderate,00:00,Apartment Complex,1
1734,Domestic Violence,03:49,Dallo Pura,Monday,Minor,17:59,School,13
1735,Human Trafficking,01:22,Hastsal,Tuesday,Minor,17:25,Temple,46
1736,Honor Killing,00:44,Mandoli,Monday,Severe,14:58,School,16
1737,Eve Teasing,11:04,Mustafabad,Tuesday,Minor,00:13,Mall,35
1738,Eve Teasing,05:51,Dallo Pura,Friday,Severe,15:58,School,44
1739,Human Trafficking,09:50,Hastsal,Thursday,Minor,07:48,Hospital,1
1740,Domestic Violence,03:37,Burari,Sunday,Minor,18:59,Park,44
1741,Eve Teasing,08:35,Deoli,Saturday,Severe,01:34,Police Station,4
1742,Stalking,11:59,Bhalswa Jahangir Pur,Wednesday,Severe,07:35,Hospital,20
1743,Stalking,11:46,Mustafabad,Friday,Moderate,03:18,Park,24
1744,Eve Teasing,11:32,Hastsal,Saturday,Severe,10:54,Apartment Complex,6
1745,Dowry Death,20:55,Kirari Suleman Nagar,Sunday,Moderate,12:36,Hospital,6
1746,Honor Killing,14:49,Delhi Cantonment,Friday,Moderate,01:30,Police Station,28
1747,Domestic Violence,00:57,Mustafabad,Monday,Minor,03:56,School,0
1748,Stalking,18:36,Mustafabad,Friday,Moderate,15:13,Park,45
1749,Acid Attack,17:23,Delhi Cantonment,Sunday,Minor,06:49,Apartment Complex,46
1750,Honor Killing,02:38,Gokal Pur,Wednesday,Moderate,22:33,Market,8
1751,Sexual Harassment,05:06,Karawal Nagar,Saturday,Moderate,03:11,School,7
1752,Honor Killing,16:22,Burari,Wednesday,Severe,14:54,Mall,2
1753,Honor Killing,18:50,Karawal Nagar,Tuesday,Minor,20:26,Police Station,35
1754,Eve Teasing,10:45,Nangloi Jat,Saturday,Severe,14:50,Police Station,13
1755,Dowry Death,06:07,Dallo Pura,Sunday,Moderate,11:26,Police Station,31
1756,Honor Killing,16:30,Karawal Nagar,Monday,Severe,20:10,Apartment Complex,27
1757,Stalking,10:43,Mandoli,Saturday,Severe,16:11,Hospital,8
1758,Human Trafficking,17:33,Mustafabad,Thursday,Moderate,04:11,Police Station,45
1759,Stalking,14:01,Sultan Pur Majra,Monday,Minor,05:42,Hospital,10
1760,Honor Killing,04:47,Mandoli,Saturday,Minor,01:11,Hospital,22
1761,Human Trafficking,07:24,Nangloi Jat,Sunday,Moderate,10:48,Mall,1
1762,Stalking,14:58,Gokal Pur,Saturday,Severe,21:22,Park,31
1763,Sexual Harassment,03:54,Kirari Suleman Nagar,Saturday,Severe,12:56,Temple,8
1764,Sexual Harassment,16:43,Deoli,Saturday,Minor,17:21,Park,11
1765,Stalking,14:08,Sultan Pur Majra,Wednesday,Severe,11:59,Market,28
1766,Domestic Violence,03:59,Sultan Pur Majra,Friday,Severe,01:09,School,2
1767,Acid Attack,04:56,Sultan Pur Majra,Thursday,Moderate,04:33,Park,23
1768,Acid Attack,09:07,Mandoli,Thursday,Severe,16:45,Park,41
1769,Honor Killing,13:45,Mandoli,Tuesday,Minor,00:00,Temple,32
1770,Honor Killing,16:17,Kirari Suleman Nagar,Saturday,Severe,06:13,Hospital,43
1771,Stalking,15:56,Mandoli,Saturday,Severe,15:56,School,20
1772,Sexual Harassment,02:10,Burari,Friday,Minor,05:36,Temple,12
1773,Honor Killing,12:52,Nangloi Jat,Sunday,Moderate,04:42,Temple,24
1774,Acid Attack,21:36,Karawal Nagar,Saturday,Moderate,02:13,Mall,34
1775,Sexual Harassment,09:03,Hastsal,Saturday,Minor,10:05,Temple,48
1776,Acid Attack,07:10,Mustafabad,Tuesday,Severe,20:27,Market,33
1777,Domestic Violence,05:01,Mandoli,Friday,Moderate,06:01,School,36
1778,Human Trafficking,12:06,Sultan Pur Majra,Monday,Severe,00:25,Police Station,4
1779,Stalking,21:36,Bhalswa Jahangir Pur,Wednesday,Severe,08:40,Police Station,50
1780,Domestic Violence,23:43,Dallo Pura,Tuesday,Moderate,03:20,Hospital,13
1781,Domestic Violence,16:35,Kirari Suleman Nagar,Thursday,Moderate,02:31,Temple,32
1782,Sexual Harassment,18:30,Nangloi Jat,Tuesday,Moderate,23:27,School,32
1783,Domestic Violence,05:09,Gokal Pur,Tuesday,Severe,16:53,Temple,5
1784,Domestic Violence,22:54,Gokal Pur,Saturday,Severe,08:10,School,8
1785,Dowry Death,05:42,Dallo Pura,Tuesday,Moderate,21:18,Police Station,10
1786,Dowry Death,16:12,Kirari Suleman Nagar,Tuesday,Severe,01:31,Hospital,48
1787,Honor Killing,14:27,Hastsal,Thursday,Moderate,21:29,Market,41
1788,Dowry Death,05:44,Hastsal,Saturday,Severe,23:00,Mall,21
1789,Sexual Harassment,09:24,Mustafabad,Saturday,Moderate,06:50,School,9
1790,Honor Killing,07:22,Nangloi Jat,Wednesday,Severe,10:16,School,35
1791,Honor Killing,06:11,Kirari Suleman Nagar,Thursday,Minor,14:57,School,2
1792,Stalking,09:28,Dallo Pura,Friday,Minor,08:47,School,49
1793,Stalking,20:30,Kirari Suleman Nagar,Saturday,Moderate,02:59,Police Station,42
1794,Acid Attack,23:45,Sultan Pur Majra,Monday,Severe,07:59,Temple,3
1795,Honor Killing,18:56,Burari,Sunday,Minor,17:02,Apartment Complex,14
1796,Stalking,08:28,Burari,Sunday,Minor,15:01,Temple,30
1797,Eve Teasing,11:50,Dallo Pura,Monday,Minor,20:52,Market,31
1798,Honor Killing,00:49,Dallo Pura,Friday,Minor,11:46,School,22
1799,Sexual Harassment,22:28,Hastsal,Monday,Moderate,06:28,Market,7
1800,Stalking,13:44,Kirari Suleman Nagar,Wednesday,Moderate,02:41,Hospital,26
1801,Domestic Violence,04:44,Hastsal,Friday,Moderate,03:47,Mall,5
1802,Dowry Death,02:36,Delhi Cantonment,Saturday,Minor,23:05,Mall,34
1803,Stalking,12:11,Deoli,Thursday,Minor,12:59,Hospital,38
1804,Acid Attack,23:15,Nangloi Jat,Wednesday,Moderate,15:46,Market,43
1805,Human Trafficking,09:52,Deoli,Sunday,Minor,06:39,Mall,9
1806,Domestic Violence,15:01,Hastsal,Monday,Minor,00:55,Hospital,10
1807,Eve Teasing,02:37,Hastsal,Tuesday,Minor,03:44,School,28
1808,Honor Killing,01:29,Gokal Pur,Sunday,Moderate,09:36,Apartment Complex,43
1809,Sexual Harassment,17:19,Dallo Pura,Wednesday,Moderate,09:55,Hospital,16
1810,Eve Teasing,00:15,Mandoli,Tuesday,Minor,23:41,Park,50
1811,Honor Killing,04:42,Mandoli,Saturday,Severe,11:40,Temple,21
1812,Sexual Harassment,08:07,Dallo Pura,Monday,Minor,19:24,Police Station,50
1813,Honor Killing,05:25,Kirari Suleman Nagar,Wednesday,Severe,05:27,Police Station,3
1814,Stalking,07:14,Mandoli,Friday,Severe,22:27,Market,40
1815,Honor Killing,16:27,Karawal Nagar,Monday,Minor,23:25,Police Station,33
1816,Domestic Violence,10:33,Bhalswa Jahangir Pur,Friday,Moderate,21:28,School,2
1817,Honor Killing,17:52,Mustafabad,Tuesday,Minor,19:51,Hospital,39
1818,Sexual Harassment,02:24,Hastsal,Tuesday,Moderate,22:52,Police Station,8
1819,Acid Attack,17:52,Bhalswa Jahangir Pur,Tuesday,Minor,14:27,Hospital,19
1820,Sexual Harassment,20:55,Gokal Pur,Tuesday,Minor,03:16,Police Station,17
1821,Domestic Violence,16:32,Kirari Suleman Nagar,Wednesday,Minor,17:17,Apartment Complex,14
1822,Sexual Harassment,15:18,Sultan Pur Majra,Friday,Moderate,18:52,Police Station,0
1823,Acid Attack,18:05,Burari,Wednesday,Moderate,20:18,School,30
1824,Stalking,14:06,Sultan Pur Majra,Tuesday,Minor,16:58,School,41
1825,Eve Teasing,00:58,Gokal Pur,Tuesday,Moderate,07:45,Temple,49
1826,Acid Attack,06:33,Hastsal,Monday,Moderate,19:26,Hospital,40
1827,Honor Killing,02:19,Hastsal,Monday,Minor,10:52,Temple,32
1828,Sexual Harassment,15:57,Sultan Pur Majra,Friday,Severe,21:03,Temple,11
1829,Domestic Violence,16:59,Dallo Pura,Friday,Severe,19:54,School,38
1830,Human Trafficking,05:53,Dallo Pura,Sunday,Moderate,23:29,Temple,11
1831,Honor Killing,05:03,Mandoli,Sunday,Minor,09:30,Market,42
1832,Sexual Harassment,01:36,Nangloi Jat,Thursday,Severe,18:14,Apartment Complex,7
1833,Stalking,06:57,Bhalswa Jahangir Pur,Friday,Severe,12:31,Mall,19
1834,Domestic Violence,13:18,Deoli,Saturday,Severe,17:18,Temple,25
1835,Acid Attack,13:12,Deoli,Saturday,Severe,14:58,Park,46
1836,Acid Attack,07:16,Nangloi Jat,Tuesday,Minor,13:52,Park,10
1837,Domestic Violence,05:57,Dallo Pura,Saturday,Severe,16:57,Apartment Complex,9
1838,Acid Attack,01:39,Sultan Pur Majra,Monday,Moderate,07:31,Park,3
1839,Honor Killing,04:37,Sultan Pur Majra,Tuesday,Moderate,17:36,Police Station,35
1840,Dowry Death,23:59,Karawal Nagar,Wednesday,Moderate,14:27,Temple,18
1841,Dowry Death,18:23,Mandoli,Tuesday,Moderate,05:37,Mall,13
1842,Eve Teasing,08:28,Sultan Pur Majra,Tuesday,Severe,23:34,School,33
1843,Sexual Harassment,11:36,Karawal Nagar,Monday,Severe,20:55,Apartment Complex,13
1844,Dowry Death,19:02,Kirari Suleman Nagar,Monday,Moderate,05:41,Police Station,14
1845,Eve Teasing,02:04,Sultan Pur Majra,Friday,Severe,18:28,Market,9
1846,Acid Attack,09:04,Dallo Pura,Tuesday,Minor,20:27,Market,5
1847,Honor Killing,15:02,Karawal Nagar,Wednesday,Severe,18:19,School,3
1848,Honor Killing,08:55,Delhi Cantonment,Saturday,Severe,05:31,Park,40
1849,Honor Killing,19:14,Dallo Pura,Sunday,Severe,17:22,Market,41
1850,Domestic Violence,10:29,Mandoli,Sunday,Minor,18:06,Temple,30
1851,Honor Killing,11:46,Kirari Suleman Nagar,Friday,Severe,12:22,Apartment Complex,28
1852,Dowry Death,19:33,Nangloi Jat,Wednesday,Moderate,21:37,Mall,24
1853,Acid Attack,06:33,Sultan Pur Majra,Saturday,Moderate,07:00,Mall,1
1854,Human Trafficking,04:05,Mustafabad,Sunday,Severe,23:24,School,6
1855,Sexual Harassment,21:13,Hastsal,Thursday,Minor,02:16,Hospital,16
1856,Human Trafficking,22:05,Delhi Cantonment,Monday,Minor,06:49,Market,21
1857,Honor Killing,02:06,Deoli,Saturday,Moderate,12:07,School,11
1858,Stalking,21:21,Kirari Suleman Nagar,Tuesday,Moderate,01:57,Park,40
1859,Domestic Violence,18:50,Burari,Sunday,Moderate,08:37,Mall,47
1860,Acid Attack,17:19,Dallo Pura,Saturday,Minor,16:16,School,11
1861,Honor Killing,14:41,Mustafabad,Sunday,Moderate,08:05,Market,39
1862,Sexual Harassment,02:13,Delhi Cantonment,Wednesday,Severe,17:51,Park,25
1863,Acid Attack,08:31,Dallo Pura,Saturday,Severe,02:45,Police Station,35
1864,Human Trafficking,03:16,Deoli,Tuesday,Minor,04:06,Market,50
1865,Honor Killing,02:20,Gokal Pur,Thursday,Severe,05:00,Market,16
1866,Acid Attack,19:13,Mustafabad,Friday,Moderate,20:32,Market,25
1867,Acid Attack,08:46,Bhalswa Jahangir Pur,Tuesday,Minor,14:34,Police Station,2
1868,Honor Killing,09:09,Dallo Pura,Wednesday,Minor,11:57,Hospital,1
1869,Stalking,17:53,Sultan Pur Majra,Monday,Severe,19:32,Police Station,6
1870,Stalking,15:46,Karawal Nagar,Thursday,Moderate,20:54,Police Station,45
1871,Human Trafficking,06:52,Deoli,Monday,Moderate,06:16,Mall,0
1872,Eve Teasing,13:57,Mustafabad,Saturday,Moderate,07:29,Apartment Complex,3
1873,Honor Killing,02:55,Karawal Nagar,Sunday,Moderate,17:50,Apartment Complex,1
1874,Dowry Death,08:01,Sultan Pur Majra,Saturday,Moderate,14:37,Temple,21
1875,Eve Teasing,09:43,Bhalswa Jahangir Pur,Tuesday,Severe,19:10,Mall,37
1876,Dowry Death,13:10,Kirari Suleman Nagar,Thursday,Minor,03:51,Temple,11
1877,Stalking,03:14,Nangloi Jat,Tuesday,Minor,10:00,Temple,31
1878,Human Trafficking,18:50,Nangloi Jat,Saturday,Moderate,21:44,Temple,28
1879,Sexual Harassment,14:05,Mandoli,Monday,Moderate,15:38,Hospital,49
1880,Domestic Violence,05:18,Mandoli,Tuesday,Moderate,09:46,School,37
1881,Stalking,12:33,Dallo Pura,Tuesday,Severe,04:08,Park,37
1882,Sexual Harassment,06:47,Gokal Pur,Wednesday,Moderate,12:56,Police Station,46
1883,Sexual Harassment,00:02,Sultan Pur Majra,Wednesday,Severe,12:03,Mall,9
1884,Sexual Harassment,21:40,Hastsal,Wednesday,Moderate,06:05,Temple,0
1885,Eve Teasing,03:28,Karawal Nagar,Friday,Minor,01:14,Hospital,29
1886,Eve Teasing,23:46,Kirari Suleman Nagar,Saturday,Moderate,12:53,Apartment Complex,29
1887,Stalking,11:32,Hastsal,Tuesday,Severe,04:13,Apartment Complex,20
1888,Sexual Harassment,09:47,Bhalswa Jahangir Pur,Sunday,Moderate,12:10,Temple,38
1889,Eve Teasing,04:33,Deoli,Friday,Moderate,21:10,Park,41
1890,Human Trafficking,07:46,Burari,Wednesday,Severe,14:12,Market,25
1891,Honor Killing,17:20,Bhalswa Jahangir Pur,Thursday,Severe,00:47,Park,28
1892,Domestic Violence,11:58,Hastsal,Sunday,Minor,14:27,Apartment Complex,27
1893,Honor Killing,10:02,Bhalswa Jahangir Pur,Saturday,Moderate,08:01,Park,26
1894,Dowry Death,13:13,Nangloi Jat,Sunday,Minor,07:32,Apartment Complex,1
1895,Honor Killing,18:17,Nangloi Jat,Thursday,Minor,08:51,Police Station,22
1896,Dowry Death,05:00,Mandoli,Tuesday,Minor,03:40,Market,14
1897,Human Trafficking,05:34,Kirari Suleman Nagar,Friday,Severe,15:10,Apartment Complex,19
1898,Honor Killing,22:15,Bhalswa Jahangir Pur,Monday,Moderate,03:53,Mall,27
1899,Eve Teasing,05:45,Karawal Nagar,Monday,Minor,01:04,School,12
1900,Stalking,18:25,Delhi Cantonment,Tuesday,Moderate,22:19,Mall,24
1901,Sexual Harassment,05:36,Sultan Pur Majra,Wednesday,Severe,13:51,School,21
1902,Human Trafficking,04:32,Sultan Pur Majra,Saturday,Minor,06:26,Market,7
1903,Acid Attack,00:56,Deoli,Friday,Moderate,04:03,Apartment Complex,10
1904,Dowry Death,06:23,Nangloi Jat,Tuesday,Moderate,03:59,Market,21
1905,Eve Teasing,13:52,Karawal Nagar,Friday,Moderate,06:40,Apartment Complex,12
1906,Stalking,15:05,Delhi Cantonment,Wednesday,Minor,04:58,Park,45
1907,Acid Attack,05:48,Nangloi Jat,Thursday,Minor,12:17,Hospital,7
1908,Sexual Harassment,04:09,Karawal Nagar,Thursday,Minor,08:46,Market,45
1909,Domestic Violence,08:23,Hastsal,Saturday,Minor,20:31,Apartment Complex,49
